saint-francis-pa
Opponent,Location,gameid
maryland-baltimore-county,1,6616
quinnipiac,0,6617
connecticut,-1,6618
temple,1,6619
northeastern,-1,6620
hofstra,-1,6621
elon,1,6622
william-mary,1,6623
college-of-charleston,-1,6624
north-carolina-wilmington,-1,6625
towson,1,6626
james-madison,1,6627
delaware,-1,6628
william-mary,-1,6629
elon,-1,6630
north-carolina-wilmington,1,6631
college-of-charleston,1,6632
james-madison,-1,6633
towson,-1,6634
delaware,1,6635
hofstra,1,6636
northeastern,1,6637

eastern-michigan
Opponent,Location,gameid
drexel,1,6638
duke,-1,6639
boston-university,1,6640
rutgers,-1,6641
detroit-mercy,1,6642
texas-christian,-1,6643
northeastern,-1,6644
california-irvine,1,6645
kansas,-1,6646
buffalo,1,6647
ball-state,-1,6648
kent-state,1,6649
akron,-1,6650
buffalo,-1,6651
bowling-green-state,1,6652
western-michigan,-1,6653
central-michigan,-1,6654
miami-oh,1,6655
northern-illinois,1,6656
ohio,-1,6657
kent-state,-1,6658
toledo,1,6659
western-michigan,1,6660
central-michigan,1,6661
northern-illinois,-1,6662
ball-state,1,6663
toledo,-1,6664

green-bay
Opponent,Location,gameid
indiana-state,1,6665
iowa,-1,6666
eastern-washington,-1,6667
morehead-state,0,6668
oregon,-1,6669
northern-illinois,1,6670
belmont,1,6671
bowling-green-state,-1,6672
creighton,-1,6673
michigan-state,-1,6674
evansville,-1,6675
milwaukee,-1,6676
youngstown-state,1,6677
cleveland-state,1,6678
detroit-mercy,-1,6679
oakland,-1,6680
iupui,1,6681
illinois-chicago,1,6682
northern-kentucky,-1,6683
wright-state,-1,6684
milwaukee,1,6685
cleveland-state,-1,6686
youngstown-state,-1,6687
oakland,1,6688
detroit-mercy,1,6689
illinois-chicago,-1,6690
iupui,-1,6691
wright-state,1,6692
northern-kentucky,1,6693

bowling-green-state
Opponent,Location,gameid
st-johns-ny,-1,6694
virginia-commonwealth,-1,6695
north-carolina-central,1,6696
hampton,0,6697
detroit-mercy,0,6698
drexel,1,6699
hartford,-1,6700
cleveland-state,-1,6701
green-bay,1,6702
western-carolina,1,6703
tennessee-martin,1,6704
kent-state,-1,6705
ohio,1,6706
central-michigan,-1,6707
ball-state,1,6708
western-michigan,1,6709
eastern-michigan,-1,6710
miami-oh,-1,6711
buffalo,1,6712
western-michigan,-1,6713
toledo,1,6714
central-michigan,1,6715
northern-illinois,-1,6716
akron,1,6717
ohio,-1,6718
miami-oh,1,6719
kent-state,1,6720
akron,-1,6721
buffalo,-1,6722

vermont
Opponent,Location,gameid
boston-university,-1,6723
kansas,-1,6724
louisville,-1,6725
yale,1,6726
bucknell,1,6727
george-washington,-1,6728
towson,-1,6729
george-mason,-1,6730
harvard,1,6731
northeastern,1,6732
st-bonaventure,1,6733
lipscomb,-1,6734
dartmouth,1,6735
albany-ny,-1,6736
maine,-1,6737
hartford,1,6738
new-hampshire,-1,6739
binghamton,1,6740
maryland-baltimore-county,1,6741
stony-brook,-1,6742
massachusetts-lowell,-1,6743
maine,1,6744
albany-ny,1,6745
new-hampshire,1,6746
hartford,-1,6747
maryland-baltimore-county,-1,6748
binghamton,-1,6749
stony-brook,1,6750
massachusetts-lowell,1,6751

coastal-carolina
Opponent,Location,gameid
campbell,-1,6752
tulane,-1,6753
manhattan,0,6754
north-carolina-asheville,0,6755
northern-kentucky,-1,6756
south-carolina,-1,6757
hampton,1,6758
wofford,-1,6759
north-carolina-central,1,6760
college-of-charleston,-1,6761
troy,-1,6762
south-alabama,-1,6763
texas-state,1,6764
texas-arlington,1,6765
appalachian-state,1,6766
arkansas-little-rock,-1,6767
arkansas-state,-1,6768
louisiana-monroe,1,6769
louisiana-lafayette,1,6770
texas-arlington,-1,6771
texas-state,-1,6772
appalachian-state,-1,6773
georgia-southern,1,6774
georgia-state,1,6775
louisiana-lafayette,-1,6776
louisiana-monroe,-1,6777
south-alabama,1,6778
troy,1,6779

central-michigan
Opponent,Location,gameid
chicago-state,1,6780
cal-state-bakersfield,0,6781
weber-state,0,6782
san-jose-state,0,6783
sam-houston-state,-1,6784
texas-christian,-1,6785
youngstown-state,-1,6786
southern-utah,1,6787
missouri-kansas-city,1,6788
jackson-state,1,6789
miami-oh,-1,6790
akron,1,6791
bowling-green-state,1,6792
northern-illinois,-1,6793
ball-state,1,6794
akron,-1,6795
toledo,-1,6796
eastern-michigan,1,6797
western-michigan,1,6798
buffalo,-1,6799
bowling-green-state,-1,6800
ohio,1,6801
kent-state,1,6802
ball-state,-1,6803
eastern-michigan,-1,6804
toledo,1,6805
northern-illinois,1,6806
western-michigan,-1,6807

north-carolina-central
Opponent,Location,gameid
clemson,-1,6808
cincinnati,-1,6809
bowling-green-state,-1,6810
george-mason,-1,6811
nicholls-state,0,6812
southern,0,6813
mcneese-state,1,6814
appalachian-state,-1,6815
mcneese-state,-1,6816
coastal-carolina,-1,6817
saint-louis,-1,6818
bethune-cookman,1,6819
maryland-eastern-shore,-1,6820
delaware-state,-1,6821
coppin-state,1,6822
morgan-state,1,6823
north-carolina-at,1,6824
savannah-state,-1,6825
bethune-cookman,-1,6826
florida-am,-1,6827
maryland-eastern-shore,1,6828
delaware-state,1,6829
norfolk-state,-1,6830
howard,-1,6831
savannah-state,1,6832
south-carolina-state,1,6833
north-carolina-at,-1,6834

dartmouth
Opponent,Location,gameid
davidson,-1,6835
loyola-md,-1,6836
buffalo,-1,6837
san-francisco,-1,6838
marist,0,6839
albany-ny,0,6840
quinnipiac,1,6841
maine,1,6842
sacred-heart,1,6843
boston-university,1,6844
albany-ny,-1,6845
bryant,-1,6846
new-hampshire,1,6847
vermont,-1,6848
harvard,1,6849
harvard,-1,6850
brown,1,6851
yale,1,6852
cornell,1,6853
columbia,1,6854
pennsylvania,-1,6855
princeton,-1,6856
yale,-1,6857
brown,-1,6858
princeton,1,6859
pennsylvania,1,6860
columbia,-1,6861
cornell,-1,6862

james-madison
Opponent,Location,gameid
east-carolina,-1,6863
charlotte,-1,6864
citadel,1,6865
oakland,-1,6866
northern-illinois,0,6867
oral-roberts,0,6868
coppin-state,1,6869
old-dominion,-1,6870
radford,1,6871
george-mason,-1,6872
fordham,-1,6873
william-mary,-1,6874
elon,-1,6875
north-carolina-wilmington,1,6876
college-of-charleston,1,6877
towson,1,6878
delaware,-1,6879
drexel,-1,6880
hofstra,1,6881
northeastern,1,6882
college-of-charleston,-1,6883
north-carolina-wilmington,-1,6884
towson,-1,6885
drexel,1,6886
delaware,1,6887
northeastern,-1,6888
hofstra,-1,6889
elon,1,6890
william-mary,1,6891

charleston-southern
Opponent,Location,gameid
florida,-1,6892
south-carolina-state,1,6893
middle-tennessee,-1,6894
coppin-state,0,6895
marquette,-1,6896
north-florida,1,6897
furman,-1,6898
north-florida,-1,6899
clemson,-1,6900
high-point,1,6901
hampton,-1,6902
longwood,-1,6903
campbell,1,6904
radford,-1,6905
gardner-webb,1,6906
presbyterian,1,6907
south-carolina-upstate,-1,6908
winthrop,1,6909
north-carolina-asheville,-1,6910
gardner-webb,-1,6911
radford,1,6912
south-carolina-upstate,1,6913
winthrop,-1,6914
north-carolina-asheville,1,6915
presbyterian,-1,6916

american
Opponent,Location,gameid
george-mason,-1,6917
northwestern,-1,6918
new-hampshire,1,6919
maryland-baltimore-county,-1,6920
virginia-military-institute,-1,6921
wagner,1,6922
saint-francis-pa,1,6923
howard,-1,6924
mount-st-marys,1,6925
maryland-eastern-shore,1,6926
george-washington,-1,6927
boston-university,1,6928
colgate,-1,6929
navy,1,6930
bucknell,-1,6931
lehigh,-1,6932
lafayette,1,6933
boston-university,0,6934
bucknell,1,6935
loyola-md,-1,6936
holy-cross,1,6937
navy,-1,6938
army,1,6939
loyola-md,1,6940
colgate,1,6941
lafayette,-1,6942
army,-1,6943
lehigh,1,6944
holy-cross,-1,6945

lamar
Opponent,Location,gameid
georgia-tech,-1,6946
east-carolina,-1,6947
prairie-view,1,6948
texas-pan-american,-1,6949
southern-methodist,-1,6950
rice,-1,6951
houston,-1,6952
cal-state-bakersfield,-1,6953
texas-southern,1,6954
houston-baptist,-1,6955
texas-am-corpus-christi,1,6956
new-orleans,1,6957
central-arkansas,-1,6958
southeastern-louisiana,-1,6959
incarnate-word,1,6960
sam-houston-state,-1,6961
nicholls-state,-1,6962
mcneese-state,-1,6963
abilene-christian,1,6964
stephen-f-austin,-1,6965
northwestern-state,1,6966
sam-houston-state,1,6967
incarnate-word,-1,6968
texas-am-corpus-christi,-1,6969
houston-baptist,1,6970
stephen-f-austin,1,6971
mcneese-state,1,6972

georgia-tech
Opponent,Location,gameid
lamar,1,6973
tennessee,-1,6974
east-carolina,1,6975
texas-pan-american,1,6976
prairie-view,1,6977
northwestern,-1,6978
st-johns-ny,0,6979
florida-am,1,6980
gardner-webb,1,6981
arkansas,-1,6982
georgia,1,6983
kennesaw-state,1,6984
south-carolina-upstate,1,6985
wake-forest,1,6986
virginia-tech,1,6987
syracuse,-1,6988
clemson,-1,6989
louisville,1,6990
notre-dame,1,6991
duke,-1,6992
north-carolina,1,6993
florida-state,-1,6994
clemson,1,6995
notre-dame,-1,6996
virginia-tech,-1,6997
florida-state,1,6998
pittsburgh,1,6999
miami-fl,-1,7000
virginia,-1,7001
boston-college,1,7002
north-carolina-state,-1,7003

harvard
Opponent,Location,gameid
northeastern,1,7004
massachusetts,-1,7005
rhode-island,-1,7006
san-francisco,-1,7007
saint-marys-ca,-1,7008
holy-cross,1,7009
siena,-1,7010
vermont,-1,7011
george-washington,1,7012
mercer,0,7013
north-carolina,-1,7014
dartmouth,-1,7015
howard,-1,7016
dartmouth,1,7017
yale,1,7018
brown,1,7019
columbia,1,7020
cornell,1,7021
princeton,-1,7022
pennsylvania,-1,7023
brown,-1,7024
yale,-1,7025
pennsylvania,1,7026
princeton,1,7027
cornell,-1,7028
columbia,-1,7029

hofstra
Opponent,Location,gameid
mount-st-marys,1,7030
marshall,-1,7031
north-carolina-at,1,7032
maryland,-1,7033
cal-state-fullerton,1,7034
virginia-commonwealth,-1,7035
siena,1,7036
kennesaw-state,-1,7037
monmouth,1,7038
rider,1,7039
manhattan,-1,7040
stony-brook,-1,7041
delaware,1,7042
drexel,1,7043
northeastern,1,7044
william-mary,-1,7045
elon,-1,7046
north-carolina-wilmington,1,7047
college-of-charleston,1,7048
james-madison,-1,7049
towson,-1,7050
northeastern,-1,7051
elon,1,7052
william-mary,1,7053
college-of-charleston,-1,7054
north-carolina-wilmington,-1,7055
towson,1,7056
james-madison,1,7057
drexel,-1,7058
delaware,-1,7059

southern-illinois
Opponent,Location,gameid
kentucky,-1,7060
buffalo,1,7061
arkansas-pine-bluff,1,7062
howard,1,7063
massachusetts,0,7064
tulsa,0,7065
colorado-state,-1,7066
southern-illinois-edwardsville,-1,7067
saint-louis,1,7068
southeast-missouri-state,-1,7069
murray-state,1,7070
buffalo,-1,7071
winthrop,1,7072
missouri-state,1,7073
northern-iowa,-1,7074
drake,-1,7075
valparaiso,1,7076
illinois-state,-1,7077
bradley,1,7078
northern-iowa,1,7079
loyola-il,-1,7080
indiana-state,1,7081
bradley,-1,7082
missouri-state,-1,7083
evansville,1,7084
drake,1,7085
indiana-state,-1,7086
valparaiso,-1,7087
loyola-il,1,7088
evansville,-1,7089
illinois-state,1,7090

brown
Opponent,Location,gameid
long-island-university,-1,7091
njit,-1,7092
massachusetts-lowell,1,7093
sacred-heart,1,7094
army,1,7095
bryant,1,7096
rhode-island,-1,7097
navy,-1,7098
butler,-1,7099
stony-brook,1,7100
marist,-1,7101
san-diego-state,-1,7102
maine,1,7103
canisius,-1,7104
yale,1,7105
yale,-1,7106
dartmouth,-1,7107
harvard,-1,7108
pennsylvania,1,7109
princeton,1,7110
cornell,-1,7111
columbia,-1,7112
harvard,1,7113
dartmouth,1,7114
columbia,1,7115
cornell,1,7116
princeton,-1,7117
pennsylvania,-1,7118

long-island-university
Opponent,Location,gameid
brown,1,7119
fairfield,-1,7120
san-francisco,0,7121
milwaukee,-1,7122
njit,1,7123
albany-ny,0,7124
marist,0,7125
saint-peters,-1,7126
stony-brook,-1,7127
binghamton,1,7128
fordham,-1,7129
sacred-heart,-1,7130
bryant,-1,7131
saint-francis-pa,1,7132
robert-morris,1,7133
fairleigh-dickinson,1,7134
st-francis-ny,1,7135
mount-st-marys,-1,7136
central-connecticut-state,-1,7137
fairleigh-dickinson,-1,7138
wagner,-1,7139
mount-st-marys,1,7140
wagner,1,7141
st-francis-ny,-1,7142
sacred-heart,1,7143
robert-morris,-1,7144
saint-francis-pa,-1,7145
central-connecticut-state,1,7146
bryant,1,7147

new-hampshire
Opponent,Location,gameid
massachusetts,-1,7148
american,-1,7149
quinnipiac,1,7150
connecticut,-1,7151
boston-university,1,7152
bryant,-1,7153
seton-hall,-1,7154
niagara,-1,7155
marist,1,7156
fairfield,1,7157
dartmouth,-1,7158
binghamton,-1,7159
massachusetts-lowell,1,7160
stony-brook,-1,7161
vermont,1,7162
hartford,-1,7163
maryland-baltimore-county,1,7164
albany-ny,1,7165
maine,-1,7166
massachusetts-lowell,-1,7167
binghamton,1,7168
vermont,-1,7169
stony-brook,1,7170
hartford,1,7171
albany-ny,-1,7172
maryland-baltimore-county,-1,7173
maine,1,7174

miami-fl
Opponent,Location,gameid
lehigh,1,7175
stephen-f-austin,1,7176
bethune-cookman,1,7177
la-salle,0,7178
fresno-state,0,7179
seton-hall,0,7180
rutgers,1,7181
yale,0,7182
pennsylvania,-1,7183
houston-baptist,1,7184
florida-atlantic,1,7185
campbell,1,7186
north-carolina-state,1,7187
louisville,-1,7188
florida-state,-1,7189
wake-forest,1,7190
north-carolina,1,7191
syracuse,-1,7192
florida-state,1,7193
virginia-tech,1,7194
virginia,-1,7195
notre-dame,1,7196
north-carolina,-1,7197
clemson,1,7198
boston-college,-1,7199
georgia-tech,1,7200
wake-forest,-1,7201
duke,-1,7202
pittsburgh,1,7203
virginia-tech,-1,7204

austin-peay
Opponent,Location,gameid
mississippi-state,-1,7205
south-florida,-1,7206
central-connecticut-state,0,7207
campbell,0,7208
ohio,-1,7209
troy,-1,7210
alabama-am,-1,7211
ipfw,1,7212
campbell,0,7213
liberty,0,7214
arkansas,-1,7215
eastern-kentucky,1,7216
morehead-state,1,7217
southeast-missouri-state,-1,7218
tennessee-martin,-1,7219
southern-illinois-edwardsville,-1,7220
eastern-illinois,-1,7221
tennessee-state,1,7222
belmont,1,7223
tennessee-tech,-1,7224
jacksonville-state,-1,7225
southern-illinois-edwardsville,1,7226
eastern-illinois,1,7227
murray-state,1,7228
morehead-state,-1,7229
southeast-missouri-state,1,7230
tennessee-martin,1,7231
eastern-kentucky,-1,7232
murray-state,-1,7233

mississippi-state
Opponent,Location,gameid
austin-peay,1,7234
hartford,1,7235
long-beach-state,1,7236
arizona-state,0,7237
saint-marys-ca,0,7238
alcorn-state,1,7239
dayton,-1,7240
mcneese-state,1,7241
clemson,0,7242
cincinnati,1,7243
wofford,1,7244
wright-state,0,7245
brigham-young,1,7246
south-carolina,-1,7247
mississippi,1,7248
florida,1,7249
vanderbilt,-1,7250
kentucky,-1,7251
auburn,1,7252
alabama,-1,7253
mississippi,-1,7254
louisiana-state,1,7255
kentucky,1,7256
alabama,1,7257
arkansas,-1,7258
georgia,-1,7259
south-carolina,1,7260
missouri,1,7261
auburn,-1,7262
tennessee,-1,7263
texas-am,1,7264

northern-kentucky
Opponent,Location,gameid
northern-illinois,-1,7265
north-carolina-asheville,1,7266
manhattan,1,7267
coastal-carolina,1,7268
central-florida,-1,7269
morehead-state,-1,7270
maryland-baltimore-county,1,7271
cincinnati,-1,7272
eastern-kentucky,-1,7273
miami-oh,1,7274
northern-illinois,1,7275
iupui,1,7276
illinois-chicago,1,7277
oakland,-1,7278
detroit-mercy,-1,7279
wright-state,1,7280
cleveland-state,-1,7281
youngstown-state,-1,7282
green-bay,1,7283
milwaukee,1,7284
iupui,-1,7285
illinois-chicago,-1,7286
detroit-mercy,1,7287
oakland,1,7288
wright-state,-1,7289
youngstown-state,1,7290
cleveland-state,1,7291
milwaukee,-1,7292
green-bay,-1,7293

northern-illinois
Opponent,Location,gameid
northern-kentucky,1,7294
oral-roberts,0,7295
james-madison,0,7296
oakland,-1,7297
green-bay,-1,7298
california-davis,1,7299
butler,-1,7300
western-illinois,1,7301
northern-kentucky,-1,7302
chicago-state,1,7303
michigan-state,-1,7304
ohio,-1,7305
miami-oh,-1,7306
akron,1,7307
central-michigan,1,7308
kent-state,-1,7309
buffalo,1,7310
akron,-1,7311
ohio,1,7312
toledo,1,7313
ball-state,1,7314
eastern-michigan,-1,7315
western-michigan,-1,7316
bowling-green-state,1,7317
toledo,-1,7318
western-michigan,1,7319
eastern-michigan,1,7320
central-michigan,-1,7321
ball-state,-1,7322

toledo
Opponent,Location,gameid
oakland,-1,7323
wright-state,-1,7324
florida-gulf-coast,0,7325
louisiana-lafayette,0,7326
california-irvine,0,7327
north-alabama,1,7328
cleveland-state,1,7329
detroit-mercy,1,7330
marshall,-1,7331
middle-tennessee,1,7332
cornell,1,7333
pennsylvania,1,7334
ball-state,1,7335
buffalo,-1,7336
western-michigan,-1,7337
miami-oh,1,7338
ohio,1,7339
kent-state,-1,7340
central-michigan,1,7341
miami-oh,-1,7342
northern-illinois,-1,7343
akron,1,7344
bowling-green-state,-1,7345
buffalo,1,7346
eastern-michigan,-1,7347
northern-illinois,1,7348
ball-state,-1,7349
central-michigan,-1,7350
western-michigan,1,7351
eastern-michigan,1,7352

oakland
Opponent,Location,gameid
toledo,1,7353
western-michigan,1,7354
nevada-las-vegas,-1,7355
james-madison,1,7356
oral-roberts,1,7357
northern-illinois,1,7358
xavier,-1,7359
fairfield,-1,7360
northeastern,-1,7361
hartford,-1,7362
georgia,-1,7363
michigan-state,-1,7364
cleveland-state,-1,7365
youngstown-state,-1,7366
northern-kentucky,1,7367
wright-state,1,7368
milwaukee,1,7369
green-bay,1,7370
detroit-mercy,-1,7371
iupui,-1,7372
illinois-chicago,-1,7373
youngstown-state,1,7374
cleveland-state,1,7375
wright-state,-1,7376
northern-kentucky,-1,7377
green-bay,-1,7378
milwaukee,-1,7379
detroit-mercy,1,7380
illinois-chicago,1,7381
iupui,1,7382

penn-state
Opponent,Location,gameid
north-florida,1,7383
jacksonville-state,1,7384
depaul,-1,7385
wright-state,0,7386
bradley,0,7387
virginia-tech,1,7388
maryland,-1,7389
indiana,1,7390
colgate,1,7391
north-carolina-state,0,7392
duquesne,0,7393
alabama,-1,7394
maryland-baltimore-county,1,7395
michigan,-1,7396
wisconsin,1,7397
nebraska,-1,7398
michigan-state,1,7399
iowa,1,7400
minnesota,-1,7401
rutgers,1,7402
purdue,1,7403
northwestern,-1,7404
ohio-state,-1,7405
michigan,1,7406
purdue,-1,7407
nebraska,1,7408
illinois,-1,7409
maryland,1,7410
wisconsin,-1,7411
rutgers,-1,7412
illinois,1,7413

virginia-military-institute
Opponent,Location,gameid
pittsburgh,-1,7414
south-carolina-upstate,1,7415
kentucky,-1,7416
stetson,-1,7417
american,1,7418
longwood,-1,7419
virginia-tech,-1,7420
chattanooga,-1,7421
presbyterian,-1,7422
north-alabama,1,7423
samford,-1,7424
north-carolina-greensboro,1,7425
furman,1,7426
wofford,1,7427
east-tennessee-state,-1,7428
western-carolina,1,7429
mercer,-1,7430
citadel,-1,7431
north-carolina-greensboro,-1,7432
chattanooga,1,7433
samford,1,7434
wofford,-1,7435
furman,-1,7436
east-tennessee-state,1,7437
western-carolina,-1,7438
mercer,1,7439
citadel,1,7440

longwood
Opponent,Location,gameid
richmond,-1,7441
maryland-eastern-shore,-1,7442
delaware-state,1,7443
charlotte,-1,7444
fairfield,0,7445
denver,0,7446
seattle,-1,7447
virginia-military-institute,1,7448
duquesne,-1,7449
cornell,-1,7450
stetson,1,7451
citadel,-1,7452
radford,-1,7453
north-carolina-asheville,1,7454
charleston-southern,1,7455
winthrop,-1,7456
presbyterian,-1,7457
radford,1,7458
high-point,1,7459
south-carolina-upstate,-1,7460
hampton,1,7461
campbell,-1,7462
gardner-webb,1,7463
high-point,-1,7464
south-carolina-upstate,1,7465
hampton,-1,7466
campbell,1,7467
gardner-webb,-1,7468

richmond
Opponent,Location,gameid
longwood,1,7469
st-francis-ny,1,7470
iupui,1,7471
loyola-il,0,7472
wyoming,0,7473
hampton,1,7474
georgetown,-1,7475
wake-forest,1,7476
coppin-state,1,7477
oral-roberts,1,7478
old-dominion,1,7479
high-point,0,7480
south-alabama,-1,7481
dayton,-1,7482
rhode-island,1,7483
george-washington,-1,7484
duquesne,1,7485
davidson,-1,7486
saint-josephs,-1,7487
st-bonaventure,1,7488
saint-louis,-1,7489
la-salle,1,7490
george-mason,1,7491
george-washington,1,7492
virginia-commonwealth,-1,7493
fordham,1,7494
la-salle,-1,7495
george-mason,-1,7496
virginia-commonwealth,1,7497
massachusetts,-1,7498
davidson,1,7499

fairleigh-dickinson
Opponent,Location,gameid
rutgers,-1,7500
princeton,-1,7501
lafayette,1,7502
providence,-1,7503
holy-cross,-1,7504
army,1,7505
njit,1,7506
saint-peters,1,7507
massachusetts,-1,7508
south-florida,-1,7509
robert-morris,-1,7510
saint-francis-pa,-1,7511
central-connecticut-state,1,7512
wagner,-1,7513
long-island-university,-1,7514
mount-st-marys,1,7515
st-francis-ny,1,7516
bryant,-1,7517
long-island-university,1,7518
robert-morris,1,7519
sacred-heart,-1,7520
st-francis-ny,-1,7521
saint-francis-pa,1,7522
bryant,1,7523
sacred-heart,1,7524
wagner,1,7525
mount-st-marys,-1,7526
central-connecticut-state,-1,7527

rutgers
Opponent,Location,gameid
fairleigh-dickinson,1,7528
drexel,1,7529
st-johns-ny,1,7530
eastern-michigan,1,7531
boston-university,1,7532
miami-fl,-1,7533
michigan-state,1,7534
wisconsin,-1,7535
fordham,-1,7536
seton-hall,-1,7537
