saint-francis-pa
Opponent,Location,gameid

abilene-christian
Opponent,Location,gameid
arkansas-state,1,7793
denver,-1,7794
elon,0,7795
pacific,-1,7796
california-riverside,0,7797
pepperdine,-1,7798
campbell,1,7799
texas-tech,-1,7800
southeast-missouri-state,-1,7801
new-orleans,1,7802
sam-houston-state,-1,7803
mcneese-state,-1,7804
southeastern-louisiana,-1,7805
houston-baptist,1,7806
northwestern-state,1,7807
stephen-f-austin,-1,7808
central-arkansas,1,7809
texas-am-corpus-christi,1,7810
lamar,-1,7811
sam-houston-state,1,7812
nicholls-state,-1,7813
incarnate-word,-1,7814
southeastern-louisiana,1,7815
texas-am-corpus-christi,-1,7816
central-arkansas,-1,7817
stephen-f-austin,1,7818
incarnate-word,1,7819

georgia
Opponent,Location,gameid
savannah-state,1,7820
temple,-1,7821
sam-houston-state,1,7822
illinois-state,0,7823
clemson,0,7824
georgia-state,0,7825
kennesaw-state,1,7826
texas-southern,1,7827
arizona-state,1,7828
oakland,1,7829
georgia-tech,-1,7830
massachusetts,1,7831
tennessee,-1,7832
vanderbilt,1,7833
auburn,-1,7834
kentucky,1,7835
florida,1,7836
louisiana-state,-1,7837
texas,1,7838
arkansas,-1,7839
south-carolina,1,7840
alabama,-1,7841
mississippi,1,7842
texas-am,-1,7843
louisiana-state,1,7844
mississippi-state,1,7845
mississippi,-1,7846
auburn,1,7847
florida,-1,7848
missouri,1,7849
south-carolina,-1,7850

albany-ny
Opponent,Location,gameid
iona,-1,7851
boston-university,1,7852
canisius,-1,7853
holy-cross,1,7854
milwaukee,-1,7855
long-island-university,0,7856
dartmouth,0,7857
monmouth,1,7858
yale,-1,7859
dartmouth,1,7860
providence,-1,7861
manhattan,1,7862
kent-state,-1,7863
niagara,-1,7864
vermont,1,7865
maine,1,7866
massachusetts-lowell,-1,7867
maryland-baltimore-county,-1,7868
stony-brook,1,7869
hartford,1,7870
new-hampshire,-1,7871
binghamton,1,7872
vermont,-1,7873
massachusetts-lowell,1,7874
maine,-1,7875
stony-brook,-1,7876
maryland-baltimore-county,1,7877
new-hampshire,1,7878
hartford,-1,7879
binghamton,-1,7880

iona
Opponent,Location,gameid
albany-ny,1,7881
new-mexico,-1,7882
long-beach-state,0,7883
hartford,0,7884
providence,-1,7885
ohio,-1,7886
virginia-commonwealth,-1,7887
columbia,0,7888
princeton,0,7889
yale,-1,7890
holy-cross,1,7891
monmouth,1,7892
fairfield,1,7893
niagara,-1,7894
canisius,-1,7895
marist,1,7896
monmouth,-1,7897
rider,1,7898
fairfield,-1,7899
marist,-1,7900
siena,1,7901
quinnipiac,1,7902
niagara,1,7903
siena,-1,7904
saint-peters,1,7905
quinnipiac,-1,7906
manhattan,-1,7907
canisius,1,7908
rider,-1,7909

kennesaw-state
Opponent,Location,gameid
kansas-state,-1,7910
samford,-1,7911
missouri,0,7912
old-dominion,0,7913
eastern-kentucky,0,7914
belmont,1,7915
georgia,-1,7916
hofstra,1,7917
gardner-webb,-1,7918
tennessee-tech,1,7919
elon,1,7920
georgia-tech,-1,7921
yale,-1,7922
njit,-1,7923
jacksonville,1,7924
liberty,1,7925
florida-gulf-coast,1,7926
lipscomb,-1,7927
north-alabama,-1,7928
north-florida,1,7929
stetson,-1,7930
jacksonville,-1,7931
njit,1,7932
north-florida,-1,7933
lipscomb,1,7934
north-alabama,1,7935
florida-gulf-coast,-1,7936
liberty,-1,7937
stetson,1,7938

kansas-state
Opponent,Location,gameid
kennesaw-state,1,7939
denver,1,7940
eastern-kentucky,0,7941
pennsylvania,0,7942
missouri,0,7943
lehigh,1,7944
marquette,-1,7945
tulsa,-1,7946
georgia-state,1,7947
southern-mississippi,1,7948
vanderbilt,0,7949
george-mason,1,7950
texas,1,7951
texas-tech,-1,7952
west-virginia,1,7953
iowa-state,-1,7954
oklahoma,-1,7955
texas-christian,1,7956
texas-tech,1,7957
texas-am,-1,7958
oklahoma-state,-1,7959
kansas,1,7960
baylor,-1,7961
texas,-1,7962
iowa-state,1,7963
west-virginia,-1,7964
oklahoma-state,1,7965
kansas,-1,7966
baylor,1,7967
texas-christian,-1,7968
oklahoma,1,7969

furman
Opponent,Location,gameid
loyola-il,-1,7970
gardner-webb,1,7971
villanova,-1,7972
north-carolina-asheville,-1,7973
western-carolina,1,7974
elon,-1,7975
south-carolina-upstate,-1,7976
charleston-southern,1,7977
north-carolina-wilmington,1,7978
louisiana-state,-1,7979
east-tennessee-state,-1,7980
mercer,1,7981
citadel,1,7982
virginia-military-institute,-1,7983
north-carolina-greensboro,-1,7984
wofford,-1,7985
chattanooga,1,7986
samford,1,7987
citadel,-1,7988
mercer,-1,7989
western-carolina,-1,7990
east-tennessee-state,1,7991
north-carolina-greensboro,1,7992
virginia-military-institute,1,7993
wofford,1,7994
samford,-1,7995
chattanooga,-1,7996

rice
Opponent,Location,gameid
pennsylvania,-1,7997
alabama-am,1,7998
houston,-1,7999
northwestern-state,1,8000
brigham-young,-1,8001
wichita-state,-1,8002
texas-state,-1,8003
lamar,1,8004
california-santa-barbara,1,8005
texas-pan-american,-1,8006
nebraska-omaha,1,8007
north-texas,1,8008
southern-mississippi,1,8009
louisiana-tech,1,8010
texas-san-antonio,-1,8011
texas-el-paso,-1,8012
north-texas,-1,8013
middle-tennessee,1,8014
alabama-birmingham,1,8015
charlotte,-1,8016
old-dominion,-1,8017
western-kentucky,1,8018
marshall,1,8019
florida-international,-1,8020
florida-atlantic,-1,8021

oklahoma
Opponent,Location,gameid
texas-pan-american,-1,8022
texas-san-antonio,-1,8023
wofford,1,8024
florida,0,8025
wisconsin,0,8026
dayton,0,8027
north-texas,1,8028
notre-dame,0,8029
wichita-state,1,8030
southern-california,1,8031
creighton,1,8032
northwestern,-1,8033
kansas,-1,8034
oklahoma-state,1,8035
texas-tech,-1,8036
texas-christian,1,8037
kansas-state,1,8038
texas,-1,8039
oklahoma-state,-1,8040
vanderbilt,1,8041
baylor,1,8042
west-virginia,-1,8043
iowa-state,1,8044
texas-tech,1,8045
baylor,-1,8046
texas-christian,-1,8047
texas,1,8048
iowa-state,-1,8049
west-virginia,1,8050
kansas,1,8051
kansas-state,-1,8052

texas-pan-american
Opponent,Location,gameid
oklahoma,1,8053
texas-am-corpus-christi,-1,8054
prairie-view,1,8055
east-carolina,-1,8056
georgia-tech,-1,8057
lamar,1,8058
texas-am-corpus-christi,1,8059
houston,-1,8060
texas-arlington,-1,8061
north-dakota,1,8062
texas-state,1,8063
rice,1,8064
mcneese-state,1,8065
texas-tech,-1,8066
california-irvine,-1,8067
california-baptist,-1,8068
cal-state-bakersfield,1,8069
grand-canyon,1,8070
utah-valley,-1,8071
seattle,-1,8072
new-mexico-state,1,8073
chicago-state,1,8074
missouri-kansas-city,1,8075
grand-canyon,-1,8076
cal-state-bakersfield,-1,8077
seattle,1,8078
utah-valley,1,8079
new-mexico-state,-1,8080
chicago-state,-1,8081
missouri-kansas-city,-1,8082
california-baptist,1,8083

air-force
Opponent,Location,gameid
texas-state,-1,8084
maryland-baltimore-county,0,8085
south-dakota,0,8086
high-point,0,8087
colorado,1,8088
missouri-state,1,8089
pacific,-1,8090
denver,1,8091
army,1,8092
michigan,-1,8093
california-riverside,1,8094
new-mexico,1,8095
utah-state,-1,8096
colorado-state,-1,8097
san-diego-state,1,8098
nevada-las-vegas,1,8099
nevada,-1,8100
boise-state,1,8101
san-jose-state,-1,8102
san-diego-state,-1,8103
colorado-state,1,8104
wyoming,1,8105
nevada-las-vegas,-1,8106
utah-state,1,8107
fresno-state,-1,8108
san-jose-state,1,8109
wyoming,-1,8110
nevada,1,8111
boise-state,-1,8112

texas-state
Opponent,Location,gameid
air-force,1,8113
drake,-1,8114
cal-poly,0,8115
south-carolina-upstate,0,8116
portland,-1,8117
rice,1,8118
texas-san-antonio,-1,8119
texas-am-corpus-christi,-1,8120
houston-baptist,1,8121
texas-pan-american,-1,8122
arkansas,-1,8123
georgia-southern,1,8124
georgia-state,1,8125
coastal-carolina,-1,8126
appalachian-state,-1,8127
arkansas-little-rock,1,8128
arkansas-state,1,8129
georgia-state,-1,8130
georgia-southern,-1,8131
texas-arlington,1,8132
appalachian-state,1,8133
coastal-carolina,1,8134
arkansas-state,-1,8135
arkansas-little-rock,-1,8136
louisiana-monroe,1,8137
louisiana-lafayette,1,8138
troy,-1,8139
south-alabama,-1,8140
texas-arlington,-1,8141

montana
Opponent,Location,gameid
georgia-state,1,8142
incarnate-word,0,8143
miami-oh,0,8144
georgia-southern,0,8145
creighton,-1,8146
california-irvine,-1,8147
north-dakota-state,1,8148
arizona,-1,8149
south-dakota-state,-1,8150
northern-arizona,-1,8151
southern-utah,-1,8152
sacramento-state,1,8153
portland-state,1,8154
eastern-washington,-1,8155
northern-colorado,-1,8156
idaho,-1,8157
idaho-state,1,8158
weber-state,1,8159
montana-state,-1,8160
idaho,1,8161
eastern-washington,1,8162
weber-state,-1,8163
idaho-state,-1,8164
montana-state,1,8165
northern-colorado,1,8166
southern-utah,1,8167
northern-arizona,1,8168
portland-state,-1,8169
sacramento-state,-1,8170

texas-el-paso
Opponent,Location,gameid
new-mexico-state,-1,8171
arizona,-1,8172
new-mexico,-1,8173
new-mexico-state,1,8174
northwestern-state,1,8175
marquette,-1,8176
california-riverside,1,8177
norfolk-state,1,8178
wyoming,1,8179
texas-san-antonio,-1,8180
texas-san-antonio,1,8181
north-texas,1,8182
rice,1,8183
alabama-birmingham,-1,8184
middle-tennessee,-1,8185
old-dominion,1,8186
charlotte,1,8187
marshall,-1,8188
western-kentucky,-1,8189
florida-atlantic,1,8190
florida-international,1,8191
louisiana-tech,-1,8192
southern-mississippi,-1,8193

radford
Opponent,Location,gameid
illinois-chicago,1,8194
notre-dame,-1,8195
duquesne,0,8196
william-mary,-1,8197
texas,-1,8198
james-madison,-1,8199
ohio,-1,8200
clemson,-1,8201
north-carolina-greensboro,-1,8202
georgia-southern,1,8203
maryland,-1,8204
longwood,1,8205
south-carolina-upstate,-1,8206
presbyterian,1,8207
gardner-webb,1,8208
north-carolina-asheville,-1,8209
longwood,-1,8210
charleston-southern,1,8211
campbell,1,8212
winthrop,-1,8213
hampton,-1,8214
high-point,1,8215
charleston-southern,-1,8216
winthrop,1,8217
hampton,1,8218
high-point,-1,8219
campbell,-1,8220

west-virginia
Opponent,Location,gameid
buffalo,1,8221
monmouth,0,8222
western-kentucky,0,8223
saint-josephs,0,8224
valparaiso,1,8225
rider,1,8226
youngstown-state,1,8227
florida,0,8228
pittsburgh,1,8229
rhode-island,0,8230
jacksonville-state,1,8231
lehigh,1,8232
texas-tech,1,8233
texas,-1,8234
kansas-state,-1,8235
oklahoma-state,1,8236
texas-christian,-1,8237
kansas,1,8238
baylor,1,8239
tennessee,-1,8240
iowa-state,-1,8241
oklahoma,1,8242
texas-tech,-1,8243
texas,1,8244
kansas,-1,8245
kansas-state,1,8246
baylor,-1,8247
texas-christian,1,8248
oklahoma,-1,8249
iowa-state,1,8250
oklahoma-state,-1,8251

utah-valley
Opponent,Location,gameid
brigham-young,-1,8252
saint-marys-ca,-1,8253
utah-state,-1,8254
hartford,0,8255
long-beach-state,0,8256
north-dakota,1,8257
denver,1,8258
arizona,-1,8259
northern-arizona,-1,8260
weber-state,-1,8261
idaho-state,1,8262
sam-houston-state,1,8263
fresno-state,-1,8264
grand-canyon,-1,8265
cal-state-bakersfield,-1,8266
seattle,1,8267
texas-pan-american,1,8268
new-mexico-state,1,8269
missouri-kansas-city,-1,8270
chicago-state,-1,8271
california-baptist,1,8272
new-mexico-state,-1,8273
texas-pan-american,-1,8274
chicago-state,1,8275
missouri-kansas-city,1,8276
seattle,-1,8277
california-baptist,-1,8278
grand-canyon,1,8279
cal-state-bakersfield,1,8280

prairie-view
Opponent,Location,gameid
santa-clara,-1,8281
baylor,-1,8282
texas-pan-american,-1,8283
lamar,-1,8284
north-carolina-greensboro,-1,8285
east-carolina,-1,8286
georgia-tech,-1,8287
murray-state,-1,8288
louisiana-tech,-1,8289
louisiana-lafayette,-1,8290
seattle,-1,8291
winthrop,-1,8292
southern,-1,8293
alcorn-state,-1,8294
texas-southern,1,8295
jackson-state,1,8296
grambling,1,8297
mississippi-valley-state,-1,8298
arkansas-pine-bluff,-1,8299
alabama-am,1,8300
alabama-state,1,8301
texas-southern,-1,8302
jackson-state,-1,8303
grambling,-1,8304
mississippi-valley-state,1,8305
arkansas-pine-bluff,1,8306
alabama-am,-1,8307
alabama-state,-1,8308
southern,1,8309
alcorn-state,1,8310

santa-clara
Opponent,Location,gameid
prairie-view,1,8311
california-irvine,1,8312
washington,0,8313
minnesota,0,8314
san-jose-state,-1,8315
california,-1,8316
jackson-state,1,8317
northern-arizona,1,8318
idaho-state,1,8319
mississippi-valley-state,1,8320
southern-california,1,8321
idaho,1,8322
washington-state,0,8323
san-diego,1,8324
gonzaga,-1,8325
pepperdine,1,8326
brigham-young,-1,8327
saint-marys-ca,-1,8328
pacific,-1,8329
gonzaga,1,8330
loyola-marymount,1,8331
portland,1,8332
pepperdine,-1,8333
san-francisco,-1,8334
saint-marys-ca,1,8335
pacific,1,8336
san-francisco,1,8337
loyola-marymount,-1,8338
portland,-1,8339

yale
Opponent,Location,gameid
california,0,8340
memphis,-1,8341
vermont,-1,8342
bryant,-1,8343
miami-fl,0,8344
lehigh,1,8345
duke,-1,8346
albany-ny,1,8347
monmouth,-1,8348
iona,1,8349
kennesaw-state,1,8350
cal-state-northridge,-1,8351
brown,-1,8352
brown,1,8353
harvard,-1,8354
dartmouth,-1,8355
princeton,1,8356
pennsylvania,1,8357
columbia,-1,8358
cornell,-1,8359
dartmouth,1,8360
harvard,1,8361
cornell,1,8362
columbia,1,8363
pennsylvania,-1,8364
princeton,-1,8365

california
Opponent,Location,gameid
yale,0,8366
hampton,1,8367
st-johns-ny,0,8368
temple,0,8369
santa-clara,1,8370
saint-marys-ca,-1,8371
san-francisco,1,8372
san-diego-state,1,8373
cal-poly,1,8374
fresno-state,-1,8375
san-jose-state,1,8376
seattle,1,8377
southern-california,-1,8378
ucla,-1,8379
arizona-state,1,8380
arizona,1,8381
washington-state,-1,8382
washington,-1,8383
colorado,1,8384
utah,1,8385
stanford,1,8386
oregon,-1,8387
oregon-state,-1,8388
ucla,1,8389
southern-california,1,8390
arizona,-1,8391
arizona-state,-1,8392
washington,1,8393
washington-state,1,8394
stanford,-1,8395

portland
Opponent,Location,gameid
hawaii,-1,8396
north-texas,0,8397
cal-state-northridge,-1,8398
south-carolina-upstate,1,8399
cal-poly,1,8400
texas-state,1,8401
colorado,-1,8402
portland-state,-1,8403
sacramento-state,1,8404
grambling,1,8405
seattle,1,8406
florida-am,1,8407
cal-state-fullerton,-1,8408
loyola-marymount,-1,8409
brigham-young,-1,8410
pacific,1,8411
san-diego,1,8412
gonzaga,1,8413
san-francisco,-1,8414
pacific,-1,8415
pepperdine,1,8416
santa-clara,-1,8417
brigham-young,1,8418
loyola-marymount,1,8419
san-francisco,1,8420
san-diego,-1,8421
pepperdine,-1,8422
saint-marys-ca,-1,8423
santa-clara,1,8424

hawaii
Opponent,Location,gameid
portland,1,8425
north-texas,1,8426
northern-arizona,1,8427
utah,0,8428
seton-hall,0,8429
fresno-state,0,8430
ucla,-1,8431
mississippi-valley-state,1,8432
nevada-las-vegas,1,8433
colorado,1,8434
rhode-island,0,8435
alabama-am,1,8436
cal-state-fullerton,1,8437
cal-state-northridge,-1,8438
california-riverside,-1,8439
california-irvine,1,8440
california-davis,1,8441
long-beach-state,1,8442
california-santa-barbara,1,8443
long-beach-state,-1,8444
california-irvine,-1,8445
cal-poly,1,8446
california-riverside,1,8447
california-santa-barbara,-1,8448
cal-poly,-1,8449
cal-state-northridge,1,8450
california-davis,-1,8451
cal-state-fullerton,-1,8452

long-beach-state
Opponent,Location,gameid
ucla,-1,8453
arizona-state,-1,8454
mississippi-state,-1,8455
iona,0,8456
utah-valley,0,8457
oregon-state,1,8458
southern-california,-1,8459
san-diego,-1,8460
southern-utah,1,8461
fresno-state,-1,8462
pacific,-1,8463
pepperdine,1,8464
colorado-state,1,8465
stanford,-1,8466
california-davis,1,8467
california-irvine,-1,8468
cal-state-fullerton,1,8469
cal-state-northridge,-1,8470
california-santa-barbara,1,8471
hawaii,-1,8472
california-irvine,1,8473
hawaii,1,8474
cal-poly,-1,8475
cal-state-fullerton,-1,8476
california-davis,-1,8477
cal-state-northridge,1,8478
california-riverside,-1,8479
california-santa-barbara,-1,8480
cal-poly,1,8481
california-riverside,1,8482

bradley
Opponent,Location,gameid
southeast-missouri-state,1,8483
jacksonville-state,1,8484
illinois-chicago,-1,8485
southern-methodist,0,8486
penn-state,0,8487
chicago-state,1,8488
iupui,-1,8489
new-mexico,1,8490
arkansas-little-rock,-1,8491
eastern-illinois,1,8492
georgia-southern,-1,8493
southeastern-louisiana,1,8494
northern-iowa,1,8495
indiana-state,-1,8496
valparaiso,-1,8497
missouri-state,1,8498
drake,1,8499
southern-illinois,-1,8500
illinois-state,1,8501
missouri-state,-1,8502
evansville,-1,8503
southern-illinois,1,8504
northern-iowa,-1,8505
indiana-state,1,8506
loyola-il,1,8507
illinois-state,-1,8508
drake,-1,8509
evansville,1,8510
valparaiso,1,8511
loyola-il,-1,8512

northern-arizona
Opponent,Location,gameid
jacksonville,1,8513
south-dakota,-1,8514
nebraska-omaha,-1,8515
hawaii,-1,8516
california-davis,-1,8517
santa-clara,-1,8518
utah-valley,1,8519
san-jose-state,-1,8520
san-francisco,-1,8521
utah,-1,8522
montana,1,8523
montana-state,1,8524
weber-state,-1,8525
idaho-state,-1,8526
southern-utah,-1,8527
sacramento-state,1,8528
portland-state,1,8529
northern-colorado,1,8530
southern-utah,1,8531
idaho,-1,8532
eastern-washington,-1,8533
idaho-state,1,8534
weber-state,1,8535
portland-state,-1,8536
sacramento-state,-1,8537
idaho,1,8538
eastern-washington,1,8539
montana-state,-1,8540
montana,-1,8541
northern-colorado,-1,8542

wake-forest
Opponent,Location,gameid
north-carolina-at,1,8543
saint-josephs,0,8544
cal-state-fullerton,0,8545
valparaiso,0,8546
houston-baptist,1,8547
western-carolina,1,8548
richmond,-1,8549
charlotte,1,8550
davidson,1,8551
tennessee,-1,8552
gardner-webb,1,8553
cornell,1,8554
georgia-tech,-1,8555
duke,1,8556
miami-fl,-1,8557
north-carolina-state,1,8558
virginia-tech,-1,8559
virginia,-1,8560
boston-college,1,8561
louisville,1,8562
clemson,-1,8563
pittsburgh,1,8564
florida-state,-1,8565
north-carolina,1,8566
notre-dame,-1,8567
north-carolina-state,-1,8568
miami-fl,1,8569
syracuse,1,8570
duke,-1,8571
florida-state,1,8572

houston
Opponent,Location,gameid
alabama-am,1,8573
rice,1,8574
northwestern-state,1,8575
brigham-young,-1,8576
texas-pan-american,1,8577
oregon,1,8578
lamar,1,8579
oklahoma-state,-1,8580
louisiana-state,1,8581
saint-louis,1,8582
utah-state,1,8583
coppin-state,1,8584
njit,1,8585
tulsa,1,8586
memphis,1,8587
temple,-1,8588
wichita-state,1,8589
southern-methodist,-1,8590
south-florida,-1,8591
east-carolina,1,8592
tulsa,-1,8593
temple,1,8594
central-florida,-1,8595
cincinnati,1,8596
connecticut,-1,8597
tulane,-1,8598
south-florida,1,8599
east-carolina,-1,8600
central-florida,1,8601
southern-methodist,1,8602
cincinnati,-1,8603

oklahoma-state
Opponent,Location,gameid
charlotte,-1,8604
texas-san-antonio,1,8605
college-of-charleston,1,8606
memphis,0,8607
villanova,0,8608
louisiana-state,0,8609
minnesota,-1,8610
tulsa,-1,8611
houston,1,8612
nebraska,0,8613
central-arkansas,1,8614
texas-am-corpus-christi,1,8615
iowa-state,1,8616
oklahoma,-1,8617
texas,1,8618
west-virginia,-1,8619
baylor,1,8620
iowa-state,-1,8621
oklahoma,1,8622
south-carolina,1,8623
kansas-state,1,8624
texas-christian,-1,8625
kansas,-1,8626
texas-tech,1,8627
texas,-1,8628
texas-christian,1,8629
kansas-state,-1,8630
texas-tech,-1,8631
kansas,1,8632
baylor,-1,8633
west-virginia,1,8634

colorado-state
Opponent,Location,gameid
arkansas-pine-bluff,1,8635
montana-state,1,8636
louisiana-lafayette,0,8637
florida-gulf-coast,0,8638
south-dakota-state,0,8639
southern-illinois,1,8640
colorado,-1,8641
arkansas,1,8642
sam-houston-state,1,8643
south-dakota,1,8644
long-beach-state,-1,8645
new-mexico-state,1,8646
nevada-las-vegas,-1,8647
fresno-state,-1,8648
air-force,1,8649
new-mexico,1,8650
utah-state,-1,8651
nevada,-1,8652
fresno-state,1,8653
boise-state,1,8654
air-force,-1,8655
nevada,1,8656
wyoming,-1,8657
san-diego-state,1,8658
san-jose-state,-1,8659
wyoming,1,8660
boise-state,-1,8661
new-mexico,-1,8662
utah-state,1,8663
nevada-las-vegas,1,8664

tennessee-state
Opponent,Location,gameid
lipscomb,-1,8665
arkansas-little-rock,1,8666
cal-state-northridge,-1,8667
kentucky,-1,8668
western-kentucky,-1,8669
coppin-state,-1,8670
north-carolina-at,1,8671
akron,-1,8672
memphis,-1,8673
vanderbilt,-1,8674
tennessee-tech,1,8675
jacksonville-state,1,8676
eastern-kentucky,1,8677
morehead-state,1,8678
tennessee-tech,-1,8679
belmont,-1,8680
austin-peay,-1,8681
murray-state,-1,8682
tennessee-martin,1,8683
southeast-missouri-state,1,8684
morehead-state,-1,8685
eastern-kentucky,-1,8686
belmont,1,8687
jacksonville-state,-1,8688
southern-illinois-edwardsville,1,8689
eastern-illinois,1,8690
southeast-missouri-state,-1,8691
tennessee-martin,-1,8692

lipscomb
Opponent,Location,gameid
tennessee-state,1,8693
belmont,1,8694
southern-methodist,-1,8695
texas-christian,-1,8696
morehead-state,-1,8697
middle-tennessee,-1,8698
belmont,-1,8699
navy,1,8700
louisville,-1,8701
vermont,1,8702
clemson,-1,8703
jacksonville,-1,8704
north-florida,1,8705
stetson,1,8706
njit,-1,8707
kennesaw-state,1,8708
florida-gulf-coast,1,8709
stetson,-1,8710
liberty,-1,8711
north-alabama,1,8712
north-florida,-1,8713
jacksonville,1,8714
liberty,1,8715
kennesaw-state,-1,8716
florida-gulf-coast,-1,8717
njit,1,8718
north-alabama,-1,8719

mississippi
Opponent,Location,gameid
western-michigan,1,8720
butler,-1,8721
nicholls-state,1,8722
baylor,0,8723
cincinnati,0,8724
san-diego,1,8725
louisiana-monroe,1,8726
illinois-state,-1,8727
southeastern-louisiana,0,8728
chattanooga,1,8729
middle-tennessee,0,8730
florida-gulf-coast,1,8731
vanderbilt,-1,8732
auburn,1,8733
mississippi-state,-1,8734
louisiana-state,1,8735
arkansas,1,8736
alabama,-1,8737
iowa-state,1,8738
florida,-1,8739
mississippi-state,1,8740
texas-am,1,8741
georgia,-1,8742
auburn,-1,8743
missouri,1,8744
south-carolina,-1,8745
georgia,1,8746
tennessee,1,8747
arkansas,-1,8748
kentucky,1,8749
missouri,-1,8750

south-carolina-state
Opponent,Location,gameid
tulsa,-1,8751
charleston-southern,-1,8752
cleveland-state,-1,8753
ohio-state,-1,8754
ipfw,-1,8755
samford,-1,8756
college-of-charleston,-1,8757
jacksonville,-1,8758
virginia-tech,-1,8759
liberty,-1,8760
south-carolina-upstate,-1,8761
miami-oh,-1,8762
cincinnati,-1,8763
presbyterian,1,8764
north-carolina-at,1,8765
morgan-state,-1,8766
coppin-state,-1,8767
howard,1,8768
norfolk-state,1,8769
savannah-state,-1,8770
maryland-eastern-shore,-1,8771
delaware-state,-1,8772
morgan-state,1,8773
coppin-state,1,8774
bethune-cookman,1,8775
florida-am,1,8776
north-carolina-at,-1,8777
north-carolina-central,-1,8778
bethune-cookman,-1,8779
savannah-state,1,8780

akron
Opponent,Location,gameid
youngstown-state,0,8781
chicago-state,1,8782
clemson,0,8783
illinois-state,0,8784
st-bonaventure,0,8785
alabama-state,1,8786
detroit-mercy,1,8787
ipfw,-1,8788
marshall,1,8789
tennessee-state,1,8790
nevada,-1,8791
western-michigan,1,8792
central-michigan,-1,8793
northern-illinois,-1,8794
eastern-michigan,1,8795
miami-oh,-1,8796
central-michigan,1,8797
northern-illinois,1,8798
ohio,-1,8799
toledo,-1,8800
kent-state,1,8801
buffalo,1,8802
ball-state,-1,8803
bowling-green-state,-1,8804
miami-oh,1,8805
buffalo,-1,8806
ohio,1,8807
bowling-green-state,1,8808
kent-state,-1,8809

duquesne
Opponent,Location,gameid
william-mary,1,8810
illinois-chicago,1,8811
radford,0,8812
notre-dame,-1,8813
massachusetts-lowell,1,8814
pittsburgh,0,8815
marshall,1,8816
longwood,1,8817
maryland-eastern-shore,1,8818
maine,1,8819
penn-state,0,8820
eastern-kentucky,1,8821
njit,1,8822
davidson,-1,8823
fordham,1,8824
saint-josephs,1,8825
richmond,-1,8826
george-washington,-1,8827
saint-louis,1,8828
virginia-commonwealth,1,8829
rhode-island,1,8830
dayton,-1,8831
st-bonaventure,1,8832
fordham,-1,8833
la-salle,-1,8834
george-washington,1,8835
george-mason,-1,8836
st-bonaventure,-1,8837
massachusetts,1,8838
saint-louis,-1,8839
dayton,1,8840

miami-oh
Opponent,Location,gameid
butler,-1,8841
north-dakota-state,0,8842
montana,0,8843
pepperdine,0,8844
army,1,8845
xavier,-1,8846
wright-state,-1,8847
ipfw,1,8848
northern-kentucky,-1,8849
south-carolina-state,1,8850
evansville,1,8851
central-michigan,1,8852
northern-illinois,1,8853
buffalo,-1,8854
toledo,-1,8855
akron,1,8856
ball-state,-1,8857
bowling-green-state,1,8858
toledo,1,8859
eastern-michigan,-1,8860
kent-state,-1,8861
ohio,1,8862
western-michigan,-1,8863
ball-state,1,8864
akron,-1,8865
bowling-green-state,-1,8866
buffalo,1,8867
kent-state,1,8868
ohio,-1,8869

butler
Opponent,Location,gameid
miami-oh,1,8870
detroit-mercy,1,8871
mississippi,1,8872
dayton,0,8873
middle-tennessee,0,8874
florida,0,8875
saint-louis,-1,8876
brown,1,8877
northern-illinois,1,8878
indiana,0,8879
presbyterian,1,8880
california-irvine,1,8881
florida,-1,8882
georgetown,1,8883
creighton,1,8884
seton-hall,-1,8885
xavier,-1,8886
depaul,-1,8887
st-johns-ny,1,8888
villanova,1,8889
creighton,-1,8890
marquette,1,8891
seton-hall,1,8892
georgetown,-1,8893
st-johns-ny,-1,8894
depaul,1,8895
marquette,-1,8896
providence,1,8897
villanova,-1,8898
xavier,1,8899
providence,-1,8900

kent-state
Opponent,Location,gameid
cleveland-state,-1,8901
liberty,1,8902
alcorn-state,1,8903
savannah-state,1,8904
vanderbilt,-1,8905
detroit-mercy,-1,8906
norfolk-state,1,8907
wright-state,1,8908
louisville,-1,8909
oregon-state,-1,8910
albany-ny,1,8911
bowling-green-state,1,8912
western-michigan,1,8913
eastern-michigan,-1,8914
ohio,-1,8915
northern-illinois,1,8916
toledo,1,8917
buffalo,1,8918
ball-state,-1,8919
miami-oh,1,8920
akron,-1,8921
western-michigan,-1,8922
eastern-michigan,1,8923
central-michigan,-1,8924
buffalo,-1,8925
ohio,1,8926
bowling-green-state,-1,8927
miami-oh,-1,8928
akron,1,8929

columbia
Opponent,Location,gameid
marist,-1,8930
youngstown-state,0,8931
florida-international,0,8932
fordham,-1,8933
delaware,1,8934
colgate,1,8935
bryant,1,8936
iona,0,8937
boston-college,-1,8938
rutgers,-1,8939
northwestern,-1,8940
binghamton,-1,8941
cornell,-1,8942
cornell,1,8943
princeton,1,8944
pennsylvania,1,8945
harvard,-1,8946
dartmouth,-1,8947
yale,1,8948
brown,1,8949
pennsylvania,-1,8950
princeton,-1,8951
brown,-1,8952
yale,-1,8953
dartmouth,1,8954
harvard,1,8955

north-dakota
Opponent,Location,gameid
milwaukee,-1,8956
kentucky,-1,8957
utah-valley,-1,8958
montana-state,-1,8959
